Name,Set,Qty,Foil,Avg Price,Rarity,Number
Startle,Innistrad: Midnight Hunt,1,TRUE,0.07,Common,78
Stormrider Spirit,Innistrad: Midnight Hunt,1,TRUE,0.01,Common,79
Suspicious Stowaway // Seafaring Werewolf,Innistrad: Midnight Hunt,1,TRUE,0.28,Rare,80
Triskaidekaphile,Innistrad: Midnight Hunt,1,FALSE,0.80,Rare,81
Unblinking Observer,Innistrad: Midnight Hunt,1,TRUE,0.02,Common,82
Vivisection,Innistrad: Midnight Hunt,1,TRUE,0.04,Uncommon,83
Arrogant Outlaw,Innistrad: Midnight Hunt,1,TRUE,0.07,Common,84
Baneblade Scoundrel // Baneclaw Marauder,Innistrad: Midnight Hunt,1,TRUE,0.14,Uncommon,85
Bat Whisperer,Innistrad: Midnight Hunt,1,TRUE,0.16,Common,86
Bladebrand,Innistrad: Midnight Hunt,1,TRUE,0.06,Common,87
Blood Pact,Innistrad: Midnight Hunt,1,TRUE,0.19,Common,88
Bloodline Culling,Innistrad: Midnight Hunt,1,FALSE,0.25,Rare,89
Bloodtithe Collector,Innistrad: Midnight Hunt,1,TRUE,0.07,Uncommon,90
Champion of the Perished,Innistrad: Midnight Hunt,1,FALSE,1.40,Rare,91
Covert Cutpurse // Covetous Geist,Innistrad: Midnight Hunt,1,TRUE,0.04,Uncommon,92
Crawl from the Cellar,Innistrad: Midnight Hunt,1,TRUE,0.14,Common,93
Curse of Leeches // Leeching Lurker,Innistrad: Midnight Hunt,1,TRUE,0.22,Rare,94
Defenestrate,Innistrad: Midnight Hunt,1,TRUE,0.03,Common,95
Diregraf Horde,Innistrad: Midnight Hunt,1,TRUE,0.09,Common,96
Duress,Innistrad: Midnight Hunt,1,TRUE,0.12,Common,98
Eaten Alive,Innistrad: Midnight Hunt,1,TRUE,0.24,Common,99
Ecstatic Awakener // Awoken Demon,Innistrad: Midnight Hunt,1,TRUE,0.08,Common,100
Ghoulish Procession,Innistrad: Midnight Hunt,1,TRUE,0.21,Uncommon,102
"Gisa, Glorious Resurrector",Innistrad: Midnight Hunt,1,FALSE,2.70,Rare,103
"Gisa, Glorious Resurrector",Innistrad: Midnight Hunt,1,TRUE,3.13,Rare,103
Graveyard Trespasser // Graveyard Glutton,Innistrad: Midnight Hunt,1,FALSE,0.50,Rare,104
Hobbling Zombie,Innistrad: Midnight Hunt,1,TRUE,0.08,Common,106
"Jadar, Ghoulcaller of Nephalia",Innistrad: Midnight Hunt,1,FALSE,3.16,Rare,108
Lord of the Forsaken,Innistrad: Midnight Hunt,1,TRUE,0.60,Mythic Rare,110
Mask of Griselbrand,Innistrad: Midnight Hunt,1,TRUE,0.69,Rare,111
The Meathook Massacre,Innistrad: Midnight Hunt,1,FALSE,39.30,Mythic Rare,112
Necrosynthesis,Innistrad: Midnight Hunt,1,TRUE,0.27,Uncommon,115
No Way Out,Innistrad: Midnight Hunt,1,TRUE,0.03,Common,116
Novice Occultist,Innistrad: Midnight Hunt,1,TRUE,0.07,Common,117
Olivia's Midnight Ambush,Innistrad: Midnight Hunt,1,TRUE,0.06,Common,118
Rotten Reunion,Innistrad: Midnight Hunt,1,TRUE,0.19,Common,119
Shady Traveler // Stalking Predator,Innistrad: Midnight Hunt,1,TRUE,0.02,Common,120
Siege Zombie,Innistrad: Midnight Hunt,1,TRUE,0.10,Common,121
Slaughter Specialist,Innistrad: Midnight Hunt,1,FALSE,0.60,Rare,122
Stromkirk Bloodthief,Innistrad: Midnight Hunt,1,TRUE,0.17,Uncommon,123
Vampire Interloper,Innistrad: Midnight Hunt,1,TRUE,0.07,Common,125
Vengeful Strangler // Strangling Grasp,Innistrad: Midnight Hunt,1,TRUE,0.17,Uncommon,126
Ardent Elementalist,Innistrad: Midnight Hunt,1,TRUE,0.24,Common,128
Brimstone Vandal,Innistrad: Midnight Hunt,1,TRUE,0.05,Common,130
Burn Down the House,Innistrad: Midnight Hunt,1,TRUE,0.90,Rare,131
Burn the Accursed,Innistrad: Midnight Hunt,1,TRUE,0.02,Common,132
Cathartic Pyre,Innistrad: Midnight Hunt,1,TRUE,0.30,Uncommon,133
Curse of Shaken Faith,Innistrad: Midnight Hunt,1,TRUE,0.31,Rare,134
Electric Revelation,Innistrad: Midnight Hunt,1,TRUE,0.22,Common,135
Falkenrath Perforator,Innistrad: Midnight Hunt,1,TRUE,0.06,Common,136
Falkenrath Pit Fighter,Innistrad: Midnight Hunt,1,TRUE,0.30,Rare,137
Famished Foragers,Innistrad: Midnight Hunt,1,TRUE,0.03,Common,138
Fangblade Brigand // Fangblade Eviscerator,Innistrad: Midnight Hunt,1,TRUE,0.13,Uncommon,139
Festival Crasher,Innistrad: Midnight Hunt,1,TRUE,0.11,Common,140
Geistflame Reservoir,Innistrad: Midnight Hunt,1,TRUE,0.10,Rare,142
Harvesttide Infiltrator // Harvesttide Assailant,Innistrad: Midnight Hunt,1,TRUE,0.04,Common,143
Immolation,Innistrad: Midnight Hunt,1,TRUE,0.05,Common,144
Lambholt Harrier,Innistrad: Midnight Hunt,1,TRUE,0.03,Common,145
Light Up the Night,Innistrad: Midnight Hunt,1,FALSE,0.25,Rare,146
Lunar Frenzy,Innistrad: Midnight Hunt,1,TRUE,0.17,Uncommon,147
Moonrager's Slash,Innistrad: Midnight Hunt,1,TRUE,0.05,Common,148
Obsessive Astronomer,Innistrad: Midnight Hunt,1,TRUE,0.04,Uncommon,152
Pack's Betrayal,Innistrad: Midnight Hunt,1,TRUE,0.07,Common,153
Play with Fire,Innistrad: Midnight Hunt,1,TRUE,2.35,Uncommon,154
Raze the Effigy,Innistrad: Midnight Hunt,1,TRUE,0.19,Common,156
Reckless Stormseeker // Storm-Charged Slasher,Innistrad: Midnight Hunt,1,TRUE,0.63,Rare,157
Seize the Storm,Innistrad: Midnight Hunt,1,TRUE,0.12,Uncommon,158
Smoldering Egg // Ashmouth Dragon,Innistrad: Midnight Hunt,1,TRUE,0.39,Rare,159
Stolen Vitality,Innistrad: Midnight Hunt,1,TRUE,0.07,Common,161
Sunstreak Phoenix,Innistrad: Midnight Hunt,1,FALSE,0.40,Mythic Rare,162
Thermo-Alchemist,Innistrad: Midnight Hunt,1,TRUE,0.37,Uncommon,164
Voldaren Ambusher,Innistrad: Midnight Hunt,1,TRUE,0.06,Uncommon,166
Voldaren Stinger,Innistrad: Midnight Hunt,1,TRUE,0.05,Common,167
Augur of Autumn,Innistrad: Midnight Hunt,1,TRUE,3.34,Rare,168
Bird Admirer // Wing Shredder,Innistrad: Midnight Hunt,1,TRUE,0.05,Common,169
Bounding Wolf,Innistrad: Midnight Hunt,1,TRUE,0.05,Common,170
Bramble Armor,Innistrad: Midnight Hunt,1,TRUE,0.02,Common,171
Briarbridge Tracker,Innistrad: Midnight Hunt,1,TRUE,0.13,Rare,172
Brood Weaver,Innistrad: Midnight Hunt,1,TRUE,0.19,Uncommon,173
Candlelit Cavalry,Innistrad: Midnight Hunt,1,TRUE,0.01,Common,175
Clear Shot,Innistrad: Midnight Hunt,1,TRUE,0.11,Uncommon,176
Consuming Blob,Innistrad: Midnight Hunt,1,TRUE,0.50,Mythic Rare,177
Dawnhart Mentor,Innistrad: Midnight Hunt,1,TRUE,0.06,Uncommon,179
Dawnhart Rejuvenator,Innistrad: Midnight Hunt,1,TRUE,0.02,Common,180
Deathbonnet Sprout // Deathbonnet Hulk,Innistrad: Midnight Hunt,1,TRUE,0.24,Uncommon,181
Defend the Celestus,Innistrad: Midnight Hunt,1,TRUE,0.05,Uncommon,182
Dryad's Revival,Innistrad: Midnight Hunt,1,TRUE,0.27,Uncommon,183
Eccentric Farmer,Innistrad: Midnight Hunt,1,TRUE,0.08,Common,185
Harvesttide Sentry,Innistrad: Midnight Hunt,1,TRUE,0.02,Common,186
Howl of the Hunt,Innistrad: Midnight Hunt,1,TRUE,0.08,Common,188
Might of the Old Ways,Innistrad: Midnight Hunt,1,TRUE,0.08,Common,189
Outland Liberator // Frenzied Trapbreaker,Innistrad: Midnight Hunt,1,TRUE,0.39,Uncommon,190
Path to the Festival,Innistrad: Midnight Hunt,1,TRUE,0.05,Common,191
Pestilent Wolf,Innistrad: Midnight Hunt,1,TRUE,0.09,Common,192
Plummet,Innistrad: Midnight Hunt,1,TRUE,0.02,Common,193
Return to Nature,Innistrad: Midnight Hunt,1,TRUE,0.20,Common,195
Rise of the Ants,Innistrad: Midnight Hunt,1,TRUE,0.07,Uncommon,196
"Saryth, the Viper's Fang",Innistrad: Midnight Hunt,1,FALSE,2.10,Rare,197
Shadowbeast Sighting,Innistrad: Midnight Hunt,1,TRUE,0.03,Common,198
Snarling Wolf,Innistrad: Midnight Hunt,1,TRUE,0.09,Common,199
Storm the Festival,Innistrad: Midnight Hunt,1,FALSE,0.45,Rare,200
Timberland Guide,Innistrad: Midnight Hunt,1,TRUE,0.04,Common,202
Tireless Hauler // Dire-Strain Brawler,Innistrad: Midnight Hunt,1,TRUE,0.05,Common,203
Tovolar's Huntmaster // Tovolar's Packleader,Innistrad: Midnight Hunt,1,TRUE,6.35,Rare,204
Turn the Earth,Innistrad: Midnight Hunt,1,TRUE,0.32,Uncommon,205
Unnatural Growth,Innistrad: Midnight Hunt,1,TRUE,3.34,Rare,206
Willow Geist,Innistrad: Midnight Hunt,1,TRUE,0.28,Rare,207
Angelfire Ignition,Innistrad: Midnight Hunt,1,FALSE,0.55,Rare,209
Arcane Infusion,Innistrad: Midnight Hunt,1,TRUE,0.15,Uncommon,210
"Arlinn, the Pack's Hope // Arlinn, the Moon's Fury",Innistrad: Midnight Hunt,1,TRUE,3.99,Mythic Rare,211
Can't Stay Away,Innistrad: Midnight Hunt,1,TRUE,0.20,Rare,213
Corpse Cobble,Innistrad: Midnight Hunt,1,TRUE,0.11,Uncommon,214
Croaking Counterpart,Innistrad: Midnight Hunt,1,TRUE,0.44,Rare,215
Dawnhart Wardens,Innistrad: Midnight Hunt,1,TRUE,0.02,Uncommon,216
Devoted Grafkeeper // Departed Soulkeeper,Innistrad: Midnight Hunt,1,TRUE,0.03,Uncommon,218
Faithful Mending,Innistrad: Midnight Hunt,1,TRUE,0.80,Uncommon,221
Fleshtaker,Innistrad: Midnight Hunt,1,TRUE,0.21,Uncommon,222
"Florian, Voldaren Scion",Innistrad: Midnight Hunt,1,FALSE,0.35,Rare,223
Galvanic Iteration,Innistrad: Midnight Hunt,1,FALSE,0.50,Rare,224
Ghoulcaller's Harvest,Innistrad: Midnight Hunt,1,FALSE,0.25,Rare,225
Grizzly Ghoul,Innistrad: Midnight Hunt,1,TRUE,0.03,Uncommon,226
Hallowed Respite,Innistrad: Midnight Hunt,1,FALSE,0.25,Rare,227
Hungry for More,Innistrad: Midnight Hunt,1,TRUE,0.12,Uncommon,228
Join the Dance,Innistrad: Midnight Hunt,1,TRUE,0.13,Uncommon,229
Kessig Naturalist // Lord of the Ulvenwald,Innistrad: Midnight Hunt,1,TRUE,0.25,Uncommon,231
"Liesa, Forgotten Archangel",Innistrad: Midnight Hunt,1,TRUE,3.66,Rare,232
"Ludevic, Necrogenius // Olag, Ludevic's Hubris",Innistrad: Midnight Hunt,1,FALSE,0.25,Rare,233
Old Stickfingers,Innistrad: Midnight Hunt,1,TRUE,0.80,Rare,234
"Rem Karolus, Stalwart Slayer",Innistrad: Midnight Hunt,1,TRUE,0.46,Rare,235
Rite of Harmony,Innistrad: Midnight Hunt,1,TRUE,1.27,Rare,236
Rootcoil Creeper,Innistrad: Midnight Hunt,1,TRUE,0.21,Uncommon,238
"Sigarda, Champion of Light",Innistrad: Midnight Hunt,1,FALSE,0.96,Mythic Rare,240
Siphon Insight,Innistrad: Midnight Hunt,1,TRUE,0.32,Rare,241
"Slogurk, the Overslime",Innistrad: Midnight Hunt,1,TRUE,0.52,Rare,242
Unnatural Moonrise,Innistrad: Midnight Hunt,1,TRUE,0.22,Uncommon,247
"Vadrik, Astral Archmage",Innistrad: Midnight Hunt,1,FALSE,0.30,Rare,248
"Vadrik, Astral Archmage",Innistrad: Midnight Hunt,1,TRUE,0.22,Rare,248
Vampire Socialite,Innistrad: Midnight Hunt,1,TRUE,0.38,Uncommon,249
Wake to Slaughter,Innistrad: Midnight Hunt,1,FALSE,0.25,Rare,250
The Celestus,Innistrad: Midnight Hunt,1,FALSE,0.95,Rare,252
Crossroads Candleguide,Innistrad: Midnight Hunt,1,TRUE,0.08,Common,253
Jack-o'-Lantern,Innistrad: Midnight Hunt,1,TRUE,0.10,Common,254
Moonsilver Key,Innistrad: Midnight Hunt,1,TRUE,4.85,Uncommon,255
Mystic Skull // Mystic Monstrosity,Innistrad: Midnight Hunt,1,TRUE,0.22,Uncommon,256
Silver Bolt,Innistrad: Midnight Hunt,1,TRUE,0.07,Common,258
Deserted Beach,Innistrad: Midnight Hunt,1,TRUE,3.36,Rare,260
Evolving Wilds,Innistrad: Midnight Hunt,1,TRUE,0.15,Common,261
Field of Ruin,Innistrad: Midnight Hunt,1,TRUE,0.53,Uncommon,262
Haunted Ridge,Innistrad: Midnight Hunt,1,FALSE,5.51,Rare,263
Overgrown Farmland,Innistrad: Midnight Hunt,1,FALSE,3.79,Rare,265
Rockfall Vale,Innistrad: Midnight Hunt,1,TRUE,3.01,Rare,266
Shipwreck Marsh,Innistrad: Midnight Hunt,1,TRUE,3.97,Rare,267
Plains (268),Innistrad: Midnight Hunt,1,TRUE,0.26,Basic Land,268
Plains (269),Innistrad: Midnight Hunt,1,TRUE,0.35,Basic Land,269
Island (270),Innistrad: Midnight Hunt,1,TRUE,1.71,Basic Land,270
Island (271),Innistrad: Midnight Hunt,1,TRUE,0.39,Basic Land,271
Swamp (272),Innistrad: Midnight Hunt,1,TRUE,1.30,Basic Land,272
Swamp (273),Innistrad: Midnight Hunt,1,TRUE,1.46,Basic Land,273
Mountain (274),Innistrad: Midnight Hunt,1,TRUE,1.18,Basic Land,274
Mountain (275),Innistrad: Midnight Hunt,1,TRUE,0.37,Basic Land,275
Forest (276),Innistrad: Midnight Hunt,1,TRUE,0.74,Basic Land,276
Forest (277),Innistrad: Midnight Hunt,1,TRUE,0.44,Basic Land,277
Wrenn and Seven (Borderless),Innistrad: Midnight Hunt Variants,1,TRUE,7.38,Mythic Rare,278
"Teferi, Who Slows the Sunset (Borderless)",Innistrad: Midnight Hunt Variants,1,FALSE,2.90,Mythic Rare,280
Deserted Beach (Borderless),Innistrad: Midnight Hunt Variants,1,FALSE,4.48,Rare,281
Haunted Ridge (Borderless),Innistrad: Midnight Hunt Variants,1,FALSE,6.04,Rare,282
Overgrown Farmland (Borderless),Innistrad: Midnight Hunt Variants,1,TRUE,5.79,Rare,283
Rockfall Vale (Borderless),Innistrad: Midnight Hunt Variants,1,FALSE,3.13,Rare,284
Shipwreck Marsh (Borderless),Innistrad: Midnight Hunt Variants,1,TRUE,5.56,Rare,285
Brutal Cathar // Moonrage Brute (Showcase),Innistrad: Midnight Hunt Variants,1,FALSE,0.50,Rare,286
Candlegrove Witch (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.06,Common,287
Suspicious Stowaway // Seafaring Werewolf (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.40,Rare,288
Baneblade Scoundrel // Baneclaw Marauder (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.14,Uncommon,289
Graveyard Trespasser // Graveyard Glutton (Showcase),Innistrad: Midnight Hunt Variants,1,FALSE,0.88,Rare,290
Shady Traveler // Stalking Predator (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.04,Common,291
Fangblade Brigand // Fangblade Eviscerator (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.09,Uncommon,292
Harvesttide Infiltrator // Harvesttide Assailant (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.03,Common,293
Reckless Stormseeker // Storm-Charged Slasher (Showcase),Innistrad: Midnight Hunt Variants,1,FALSE,0.52,Rare,294
Spellrune Painter // Spellrune Howler (Showcase),Innistrad: Midnight Hunt Variants,1,FALSE,0.17,Uncommon,295
Tavern Ruffian // Tavern Smasher (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.07,Common,296
Village Watch // Village Reavers (Showcase),Innistrad: Midnight Hunt Variants,1,FALSE,0.20,Uncommon,297
Bird Admirer // Wing Shredder (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.05,Common,298
Burly Breaker // Dire-Strain Demolisher (Showcase),Innistrad: Midnight Hunt Variants,1,FALSE,0.18,Uncommon,299
Dawnhart Mentor (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.05,Uncommon,300
Dawnhart Rejuvenator (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.06,Common,301
Hound Tamer // Untamed Pup (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.23,Uncommon,302
Outland Liberator // Frenzied Trapbreaker (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.42,Uncommon,303
"Saryth, the Viper's Fang (Showcase)",Innistrad: Midnight Hunt Variants,1,TRUE,1.23,Rare,304
Tireless Hauler // Dire-Strain Brawler (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.06,Common,305
Tovolar's Huntmaster // Tovolar's Packleader (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.42,Rare,306
Dawnhart Wardens (Showcase),Innistrad: Midnight Hunt Variants,1,FALSE,0.15,Uncommon,308
"Katilda, Dawnhart Prime (Showcase)",Innistrad: Midnight Hunt Variants,1,TRUE,1.65,Rare,309
Kessig Naturalist // Lord of the Ulvenwald (Showcase),Innistrad: Midnight Hunt Variants,1,TRUE,0.25,Uncommon,310
"Tovolar, Dire Overlord // Tovolar, the Midnight Scourge (Showcase)",Innistrad: Midnight Hunt Variants,1,TRUE,2.01,Rare,311
"Adeline, Resplendent Cathar (Showcase)",Innistrad: Midnight Hunt Variants,1,FALSE,4.80,Rare,312
"Lier, Disciple of the Drowned (Showcase)",Innistrad: Midnight Hunt Variants,1,FALSE,3.75,Mythic Rare,313
"Gisa, Glorious Resurrector (Showcase)",Innistrad: Midnight Hunt Variants,1,FALSE,1.55,Rare,314
"Jadar, Ghoulcaller of Nephalia (Showcase)",Innistrad: Midnight Hunt Variants,1,FALSE,2.10,Rare,315
"Jerren, Corrupted Bishop // Ormendahl, the Corrupter (Showcase)",Innistrad: Midnight Hunt Variants,1,FALSE,0.50,Mythic Rare,316
"Dennick, Pious Apprentice // Dennick, Pious Apparition (Showcase)",Innistrad: Midnight Hunt Variants,1,TRUE,0.26,Rare,317
"Florian, Voldaren Scion (Showcase)",Innistrad: Midnight Hunt Variants,1,TRUE,0.51,Rare,318
"Liesa, Forgotten Archangel (Showcase)",Innistrad: Midnight Hunt Variants,1,FALSE,2.00,Rare,319
"Ludevic, Necrogenius // Olag, Ludevic's Hubris (Showcase)",Innistrad: Midnight Hunt Variants,1,TRUE,0.17,Rare,320
Old Stickfingers (Showcase),Innistrad: Midnight Hunt Variants,1,FALSE,0.40,Rare,321
"Rem Karolus, Stalwart Slayer (Showcase)",Innistrad: Midnight Hunt Variants,1,TRUE,0.23,Rare,322
"Sigarda, Champion of Light (Showcase)",Innistrad: Midnight Hunt Variants,1,FALSE,0.54,Mythic Rare,323
"Slogurk, the Overslime (Showcase)",Innistrad: Midnight Hunt Variants,1,TRUE,1.47,Rare,324
"Vadrik, Astral Archmage (Showcase)",Innistrad: Midnight Hunt Variants,1,FALSE,0.27,Rare,325
Curse of Silence (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.45,Rare,326
Fateful Absence (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.86,Rare,328
Sigarda's Splendor (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.65,Rare,330
Sungold Sentinel (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.40,Rare,332
Curse of Surveillance (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,0.30,Rare,334
Grafted Identity (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,0.26,Rare,335
Malevolent Hermit // Benevolent Geist (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,1.43,Rare,336
Memory Deluge (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,2.05,Rare,337
Patrician Geist (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.50,Rare,338
Poppet Stitcher // Poppet Factory (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,4.54,Mythic Rare,339
Sludge Monster (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,1.30,Rare,340
Spectral Adversary (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.75,Mythic Rare,341
Triskaidekaphile (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,2.24,Rare,342
Bloodline Culling (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.40,Rare,343
Champion of the Perished (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,1.30,Rare,344
Curse of Leeches // Leeching Lurker (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.49,Rare,345
Lord of the Forsaken (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.99,Mythic Rare,346
Slaughter Specialist (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,1.68,Rare,349
Tainted Adversary (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,1.99,Mythic Rare,350
Bloodthirsty Adversary (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,2.84,Mythic Rare,351
Burn Down the House (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,1.60,Rare,352
Curse of Shaken Faith (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,0.56,Rare,353
Falkenrath Pit Fighter (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,0.54,Rare,354
Geistflame Reservoir (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,0.17,Rare,355
Light Up the Night (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.40,Rare,356
