Name,Set,Qty,Foil,Avg Price,Rarity,Number
Sigarda's Summons,Innistrad: Crimson Vow,1,FALSE,0.36,Rare,36
Supernatural Rescue,Innistrad: Crimson Vow,1,FALSE,0.14,Common,37
"Thalia, Guardian of Thraben",Innistrad: Crimson Vow,1,FALSE,0.57,Rare,38
Traveling Minister,Innistrad: Crimson Vow,1,FALSE,0.15,Common,39
Twinblade Geist // Twinblade Invocation,Innistrad: Crimson Vow,1,TRUE,0.23,Uncommon,40
Unholy Officiant,Innistrad: Crimson Vow,1,TRUE,0.03,Common,41
Vampire Slayer,Innistrad: Crimson Vow,1,FALSE,0.14,Common,43
Voice of the Blessed,Innistrad: Crimson Vow,1,FALSE,2.61,Rare,44
Wedding Announcement // Wedding Festivity,Innistrad: Crimson Vow,1,FALSE,1.86,Rare,45
Welcoming Vampire,Innistrad: Crimson Vow,1,TRUE,2.75,Rare,46
Alchemist's Retrieval,Innistrad: Crimson Vow,1,TRUE,0.20,Common,47
Binding Geist // Spectral Binding,Innistrad: Crimson Vow,1,FALSE,0.11,Common,48
Biolume Egg // Biolume Serpent,Innistrad: Crimson Vow,1,TRUE,0.10,Uncommon,49
Cemetery Illuminator,Innistrad: Crimson Vow,1,FALSE,0.80,Mythic Rare,50
Chill of the Grave,Innistrad: Crimson Vow,1,TRUE,0.05,Common,51
Consuming Tide,Innistrad: Crimson Vow,1,FALSE,0.50,Rare,53
Cradle of Safety,Innistrad: Crimson Vow,1,TRUE,0.07,Common,54
Cruel Witness,Innistrad: Crimson Vow,1,TRUE,0.09,Common,55
Diver Skaab,Innistrad: Crimson Vow,1,TRUE,0.08,Uncommon,56
Dreadlight Monstrosity,Innistrad: Crimson Vow,1,FALSE,0.14,Common,57
Dreamshackle Geist,Innistrad: Crimson Vow,1,FALSE,0.34,Rare,58
Fear of Death,Innistrad: Crimson Vow,1,TRUE,0.04,Common,59
Geistlight Snare,Innistrad: Crimson Vow,1,TRUE,0.09,Uncommon,60
Gutter Skulker // Gutter Shortcut,Innistrad: Crimson Vow,1,FALSE,0.15,Uncommon,62
Hullbreaker Horror,Innistrad: Crimson Vow,1,FALSE,4.51,Rare,63
Inspired Idea,Innistrad: Crimson Vow,1,FALSE,0.25,Rare,64
Lantern Bearer // Lanterns' Lift,Innistrad: Crimson Vow,1,TRUE,0.10,Common,66
Lunar Rejection,Innistrad: Crimson Vow,1,TRUE,0.05,Uncommon,67
Mirrorhall Mimic // Ghastly Mimicry,Innistrad: Crimson Vow,1,FALSE,0.94,Rare,68
Necroduality,Innistrad: Crimson Vow,1,FALSE,12.66,Mythic Rare,70
Patchwork Crawler,Innistrad: Crimson Vow,1,FALSE,0.25,Rare,72
Repository Skaab,Innistrad: Crimson Vow,1,FALSE,0.15,Common,73
Scattered Thoughts,Innistrad: Crimson Vow,1,TRUE,0.08,Common,74
Screaming Swarm,Innistrad: Crimson Vow,1,TRUE,0.07,Uncommon,75
Selhoff Entomber,Innistrad: Crimson Vow,1,FALSE,0.14,Common,76
Serpentine Ambush,Innistrad: Crimson Vow,1,FALSE,0.12,Common,77
Skywarp Skaab,Innistrad: Crimson Vow,1,FALSE,0.11,Common,78
Soulcipher Board // Cipherbound Spirit,Innistrad: Crimson Vow,1,TRUE,0.08,Uncommon,79
Steelclad Spirit,Innistrad: Crimson Vow,1,TRUE,0.03,Common,80
Stitched Assistant,Innistrad: Crimson Vow,1,FALSE,0.15,Common,81
Stormchaser Drake,Innistrad: Crimson Vow,1,FALSE,0.25,Uncommon,82
Syncopate,Innistrad: Crimson Vow,1,TRUE,0.12,Common,83
Syphon Essence,Innistrad: Crimson Vow,1,TRUE,0.02,Common,84
Thirst for Discovery,Innistrad: Crimson Vow,1,TRUE,0.20,Uncommon,85
Wanderlight Spirit,Innistrad: Crimson Vow,1,TRUE,0.04,Common,86
Wash Away,Innistrad: Crimson Vow,1,FALSE,0.52,Uncommon,87
Whispering Wizard,Innistrad: Crimson Vow,1,FALSE,0.19,Uncommon,88
Winged Portent,Innistrad: Crimson Vow,1,TRUE,0.18,Rare,89
Witness the Future,Innistrad: Crimson Vow,1,FALSE,0.15,Uncommon,90
Wretched Throng,Innistrad: Crimson Vow,1,TRUE,0.03,Common,91
Aim for the Head,Innistrad: Crimson Vow,1,TRUE,0.06,Common,92
Bleed Dry,Innistrad: Crimson Vow,1,FALSE,0.15,Common,94
Blood Fountain,Innistrad: Crimson Vow,1,TRUE,0.52,Common,95
Bloodcrazed Socialite,Innistrad: Crimson Vow,1,FALSE,0.15,Common,96
Bloodsworn Squire // Bloodsworn Knight,Innistrad: Crimson Vow,1,TRUE,0.09,Uncommon,97
Bloodvial Purveyor,Innistrad: Crimson Vow,1,FALSE,0.25,Rare,98
Catapult Fodder // Catapult Captain,Innistrad: Crimson Vow,1,FALSE,0.19,Uncommon,99
Cemetery Desecrator,Innistrad: Crimson Vow,1,FALSE,0.49,Mythic Rare,100
Concealing Curtains // Revealing Eye,Innistrad: Crimson Vow,1,FALSE,0.28,Rare,101
Courier Bat,Innistrad: Crimson Vow,1,TRUE,0.10,Common,102
Demonic Bargain,Innistrad: Crimson Vow,1,TRUE,0.25,Rare,103
Desperate Farmer // Depraved Harvester,Innistrad: Crimson Vow,1,TRUE,0.06,Common,104
Diregraf Scavenger,Innistrad: Crimson Vow,1,TRUE,0.04,Common,105
Doomed Dissenter,Innistrad: Crimson Vow,1,FALSE,0.15,Common,106
Dread Fugue,Innistrad: Crimson Vow,1,FALSE,0.15,Uncommon,107
Dreadfeast Demon,Innistrad: Crimson Vow,1,FALSE,0.30,Rare,108
Dying to Serve,Innistrad: Crimson Vow,1,FALSE,0.27,Rare,109
Edgar's Awakening,Innistrad: Crimson Vow,1,FALSE,0.20,Uncommon,110
Falkenrath Forebear,Innistrad: Crimson Vow,1,FALSE,0.25,Rare,111
Fell Stinger,Innistrad: Crimson Vow,1,TRUE,0.20,Uncommon,112
Gift of Fangs,Innistrad: Crimson Vow,1,TRUE,0.07,Common,113
Gluttonous Guest,Innistrad: Crimson Vow,1,FALSE,0.15,Common,114
Graf Reaver,Innistrad: Crimson Vow,1,FALSE,0.25,Rare,115
Grisly Ritual,Innistrad: Crimson Vow,1,FALSE,0.15,Common,116
Groom's Finery,Innistrad: Crimson Vow,1,TRUE,0.07,Uncommon,117
Headless Rider,Innistrad: Crimson Vow,1,FALSE,2.15,Rare,118
"Henrika Domnathi // Henrika, Infernal Seer",Innistrad: Crimson Vow,1,TRUE,1.20,Mythic Rare,119
Hero's Downfall,Innistrad: Crimson Vow,1,FALSE,0.25,Uncommon,120
Innocent Traveler // Malicious Invader,Innistrad: Crimson Vow,1,FALSE,0.18,Uncommon,121
Mindleech Ghoul,Innistrad: Crimson Vow,1,FALSE,0.15,Common,122
Path of Peril,Innistrad: Crimson Vow,1,FALSE,0.76,Rare,124
Persistent Specimen,Innistrad: Crimson Vow,1,FALSE,0.20,Common,125
Pointed Discussion,Innistrad: Crimson Vow,1,FALSE,0.19,Common,126
Ragged Recluse // Odious Witch,Innistrad: Crimson Vow,1,FALSE,0.10,Common,127
Restless Bloodseeker // Bloodsoaked Reveler,Innistrad: Crimson Vow,1,TRUE,0.24,Uncommon,128
Rot-Tide Gargantua,Innistrad: Crimson Vow,1,TRUE,0.10,Common,129
Skulking Killer,Innistrad: Crimson Vow,1,FALSE,0.15,Uncommon,130
Sorin the Mirthless,Innistrad: Crimson Vow,1,TRUE,3.06,Mythic Rare,131
"Toxrill, the Corrosive",Innistrad: Crimson Vow,1,TRUE,16.75,Mythic Rare,132
Undead Butler,Innistrad: Crimson Vow,1,FALSE,0.26,Uncommon,133
Undying Malice,Innistrad: Crimson Vow,1,TRUE,0.47,Common,134
Unhallowed Phalanx,Innistrad: Crimson Vow,1,FALSE,0.15,Common,135
Vampire's Kiss,Innistrad: Crimson Vow,1,TRUE,0.33,Common,136
Voldaren Bloodcaster // Bloodbat Summoner,Innistrad: Crimson Vow,1,TRUE,0.35,Rare,137
Wedding Security,Innistrad: Crimson Vow,1,FALSE,0.17,Uncommon,138
Abrade,Innistrad: Crimson Vow,1,TRUE,0.28,Common,139
Alchemist's Gambit,Innistrad: Crimson Vow,1,TRUE,0.32,Rare,140
Ancestral Anger,Innistrad: Crimson Vow,1,FALSE,0.25,Common,142
Ballista Watcher // Ballista Wielder,Innistrad: Crimson Vow,1,TRUE,0.13,Uncommon,143
Belligerent Guest,Innistrad: Crimson Vow,1,TRUE,0.05,Common,144
Blood Hypnotist,Innistrad: Crimson Vow,1,FALSE,0.16,Uncommon,145
Blood Petal Celebrant,Innistrad: Crimson Vow,1,TRUE,0.09,Common,146
Bloody Betrayal,Innistrad: Crimson Vow,1,TRUE,0.18,Common,147
Cemetery Gatekeeper,Innistrad: Crimson Vow,1,FALSE,2.89,Mythic Rare,148
Change of Fortune,Innistrad: Crimson Vow,1,FALSE,0.35,Rare,150
Creepy Puppeteer,Innistrad: Crimson Vow,1,FALSE,0.25,Rare,151
Curse of Hospitality,Innistrad: Crimson Vow,1,FALSE,0.40,Rare,152
Daybreak Combatants,Innistrad: Crimson Vow,1,FALSE,0.15,Common,153
Daybreak Combatants,Innistrad: Crimson Vow,1,TRUE,0.01,Common,153
Dominating Vampire,Innistrad: Crimson Vow,1,FALSE,0.25,Rare,154
End the Festivities,Innistrad: Crimson Vow,1,TRUE,1.34,Common,155
Falkenrath Celebrants,Innistrad: Crimson Vow,1,FALSE,0.15,Common,156
Fearful Villager // Fearsome Werewolf,Innistrad: Crimson Vow,1,FALSE,0.15,Common,157
Flame-Blessed Bolt,Innistrad: Crimson Vow,1,FALSE,0.15,Common,158
Frenzied Devils,Innistrad: Crimson Vow,1,FALSE,0.15,Uncommon,159
Honeymoon Hearse,Innistrad: Crimson Vow,1,TRUE,0.07,Uncommon,160
Hungry Ridgewolf,Innistrad: Crimson Vow,1,FALSE,0.15,Common,161
Into the Night,Innistrad: Crimson Vow,1,FALSE,0.20,Uncommon,163
Kessig Flamebreather,Innistrad: Crimson Vow,1,TRUE,11.12,Common,164
Kessig Wolfrider,Innistrad: Crimson Vow,1,TRUE,0.17,Rare,165
Lacerate Flesh,Innistrad: Crimson Vow,1,TRUE,0.04,Common,166
Lambholt Raconteur // Lambholt Ravager,Innistrad: Crimson Vow,1,TRUE,0.15,Uncommon,167
Lightning Wolf,Innistrad: Crimson Vow,1,FALSE,0.12,Common,168
Magma Pummeler,Innistrad: Crimson Vow,1,FALSE,0.15,Uncommon,169
Manaform Hellkite,Innistrad: Crimson Vow,1,FALSE,1.72,Mythic Rare,170
Markov Retribution,Innistrad: Crimson Vow,1,FALSE,0.15,Uncommon,171
Olivia's Attendants,Innistrad: Crimson Vow,1,FALSE,0.38,Rare,172
Pyre Spawn,Innistrad: Crimson Vow,1,FALSE,0.10,Common,173
Reckless Impulse,Innistrad: Crimson Vow,1,TRUE,1.42,Common,174
Rending Flame,Innistrad: Crimson Vow,1,TRUE,0.15,Uncommon,175
Runebound Wolf,Innistrad: Crimson Vow,1,TRUE,0.24,Uncommon,176
Sanguine Statuette,Innistrad: Crimson Vow,1,TRUE,0.14,Uncommon,177
Stensia Uprising,Innistrad: Crimson Vow,1,TRUE,0.20,Rare,178
Sure Strike,Innistrad: Crimson Vow,1,TRUE,0.03,Common,179
Vampires' Vengeance,Innistrad: Crimson Vow,1,FALSE,0.20,Uncommon,180
Volatile Arsonist // Dire-Strain Anarchist,Innistrad: Crimson Vow,1,FALSE,0.69,Mythic Rare,181
Voldaren Epicure,Innistrad: Crimson Vow,1,FALSE,0.30,Common,182
Voltaic Visionary // Volt-Charged Berserker,Innistrad: Crimson Vow,1,FALSE,0.16,Uncommon,183
Weary Prisoner // Wrathful Jailbreaker,Innistrad: Crimson Vow,1,FALSE,0.14,Common,184
Apprentice Sharpshooter,Innistrad: Crimson Vow,1,FALSE,0.15,Common,185
Ascendant Packleader,Innistrad: Crimson Vow,1,TRUE,0.49,Rare,186
Avabruck Caretaker // Hollowhenge Huntmaster,Innistrad: Crimson Vow,1,FALSE,4.00,Mythic Rare,187
Bramble Armor,Innistrad: Crimson Vow,1,FALSE,0.13,Common,188
Bramble Wurm,Innistrad: Crimson Vow,1,FALSE,0.20,Uncommon,189
Cartographer's Survey,Innistrad: Crimson Vow,1,FALSE,0.19,Uncommon,190
Cemetery Prowler,Innistrad: Crimson Vow,1,FALSE,3.66,Mythic Rare,191
Crawling Infestation,Innistrad: Crimson Vow,1,TRUE,0.16,Uncommon,193
Crushing Canopy,Innistrad: Crimson Vow,1,TRUE,0.06,Common,194
Cultivator Colossus,Innistrad: Crimson Vow,1,FALSE,14.23,Mythic Rare,195
Dawnhart Disciple,Innistrad: Crimson Vow,1,FALSE,0.14,Common,196
Dig Up,Innistrad: Crimson Vow,1,TRUE,0.47,Rare,197
Dormant Grove // Gnarled Grovestrider,Innistrad: Crimson Vow,1,FALSE,0.24,Uncommon,198
Flourishing Hunter,Innistrad: Crimson Vow,1,TRUE,0.06,Common,199
Glorious Sunrise,Innistrad: Crimson Vow,1,TRUE,5.05,Rare,200
Hamlet Vanguard,Innistrad: Crimson Vow,1,TRUE,0.14,Rare,201
Hiveheart Shaman,Innistrad: Crimson Vow,1,TRUE,0.14,Rare,202
Hookhand Mariner // Riphook Raider,Innistrad: Crimson Vow,1,FALSE,0.13,Common,203
Howling Moon,Innistrad: Crimson Vow,1,FALSE,0.95,Rare,204
Infestation Expert // Infested Werewolf,Innistrad: Crimson Vow,1,FALSE,0.19,Uncommon,206
Laid to Rest,Innistrad: Crimson Vow,1,FALSE,0.20,Uncommon,207
Massive Might,Innistrad: Crimson Vow,1,FALSE,0.15,Common,208
Moldgraf Millipede,Innistrad: Crimson Vow,1,FALSE,0.15,Common,209
Mulch,Innistrad: Crimson Vow,1,TRUE,0.16,Common,210
Nature's Embrace,Innistrad: Crimson Vow,1,TRUE,0.11,Common,211
Oakshade Stalker // Moonlit Ambusher,Innistrad: Crimson Vow,1,FALSE,0.19,Uncommon,212
Packsong Pup,Innistrad: Crimson Vow,1,TRUE,0.20,Uncommon,213
Reclusive Taxidermist,Innistrad: Crimson Vow,1,FALSE,0.20,Uncommon,214
Retrieve,Innistrad: Crimson Vow,1,FALSE,0.19,Uncommon,215
Rural Recruit,Innistrad: Crimson Vow,1,FALSE,0.14,Common,216
Sawblade Slinger,Innistrad: Crimson Vow,1,FALSE,0.15,Uncommon,217
Sheltering Boughs,Innistrad: Crimson Vow,1,TRUE,0.02,Common,218
Snarling Wolf,Innistrad: Crimson Vow,1,TRUE,0.02,Common,219
Spore Crawler,Innistrad: Crimson Vow,1,TRUE,0.05,Common,222
Sporeback Wolf,Innistrad: Crimson Vow,1,TRUE,0.10,Common,223
Toxic Scorpion,Innistrad: Crimson Vow,1,FALSE,0.17,Common,224
Ulvenwald Oddity // Ulvenwald Behemoth,Innistrad: Crimson Vow,1,FALSE,0.50,Rare,225
Weaver of Blossoms // Blossom-Clad Werewolf,Innistrad: Crimson Vow,1,TRUE,0.15,Common,226
Witch's Web,Innistrad: Crimson Vow,1,FALSE,0.15,Common,227
Wolf Strike,Innistrad: Crimson Vow,1,FALSE,0.15,Common,228
Wolfkin Outcast // Wedding Crasher,Innistrad: Crimson Vow,1,TRUE,0.23,Uncommon,229
Ancient Lumberknot,Innistrad: Crimson Vow,1,TRUE,0.16,Uncommon,230
Bloodtithe Harvester,Innistrad: Crimson Vow,1,FALSE,0.25,Uncommon,232
Brine Comber // Brinebound Gift,Innistrad: Crimson Vow,1,FALSE,0.20,Uncommon,233
Child of the Pack // Savage Packmate,Innistrad: Crimson Vow,1,TRUE,0.24,Uncommon,234
"Dorothea, Vengeful Victim // Dorothea's Retribution",Innistrad: Crimson Vow,1,TRUE,0.22,Rare,235
"Edgar, Charmed Groom // Edgar Markov's Coffin",Innistrad: Crimson Vow,1,TRUE,3.56,Rare,236
"Eruth, Tormented Prophet",Innistrad: Crimson Vow,1,TRUE,0.32,Rare,237
"Grolnok, the Omnivore",Innistrad: Crimson Vow,1,TRUE,0.56,Rare,238
"Halana and Alena, Partners",Innistrad: Crimson Vow,1,FALSE,1.16,Rare,239
"Kaya, Geist Hunter",Innistrad: Crimson Vow,1,TRUE,2.29,Mythic Rare,240
Markov Purifier,Innistrad: Crimson Vow,1,TRUE,0.28,Uncommon,241
"Odric, Blood-Cursed",Innistrad: Crimson Vow,1,TRUE,0.24,Rare,243
Old Rutstein,Innistrad: Crimson Vow,1,TRUE,0.68,Rare,244
"Olivia, Crimson Bride",Innistrad: Crimson Vow,1,FALSE,5.06,Mythic Rare,245
"Runo Stromkirk // Krothuss, Lord of the Deep",Innistrad: Crimson Vow,1,TRUE,0.22,Rare,246
Sigardian Paladin,Innistrad: Crimson Vow,1,FALSE,0.16,Uncommon,247
Skull Skaab,Innistrad: Crimson Vow,1,TRUE,0.17,Uncommon,248
"Torens, Fist of the Angels",Innistrad: Crimson Vow,1,FALSE,0.90,Rare,249
Vilespawn Spider,Innistrad: Crimson Vow,1,FALSE,0.15,Uncommon,250
Wandering Mind,Innistrad: Crimson Vow,1,FALSE,0.18,Uncommon,251
Blood Servitor,Innistrad: Crimson Vow,1,FALSE,0.15,Common,252
Boarded Window,Innistrad: Crimson Vow,1,TRUE,0.11,Uncommon,253
Ceremonial Knife,Innistrad: Crimson Vow,1,FALSE,0.15,Common,254
Foreboding Statue // Forsaken Thresher,Innistrad: Crimson Vow,1,FALSE,0.20,Uncommon,256
Honored Heirloom,Innistrad: Crimson Vow,1,FALSE,0.20,Common,257
Investigator's Journal,Innistrad: Crimson Vow,1,TRUE,0.18,Rare,258
Lantern of the Lost,Innistrad: Crimson Vow,1,FALSE,0.20,Uncommon,259
Wedding Invitation,Innistrad: Crimson Vow,1,TRUE,0.21,Common,260
Deathcap Glade,Innistrad: Crimson Vow,1,FALSE,10.89,Rare,261
Dreamroot Cascade,Innistrad: Crimson Vow,1,FALSE,2.23,Rare,262
Evolving Wilds,Innistrad: Crimson Vow,1,FALSE,0.20,Common,263
Shattered Sanctum,Innistrad: Crimson Vow,1,TRUE,9.11,Rare,264
Stormcarved Coast,Innistrad: Crimson Vow,1,FALSE,4.26,Rare,265
Sundown Pass,Innistrad: Crimson Vow,1,FALSE,6.69,Rare,266
Voldaren Estate,Innistrad: Crimson Vow,2,TRUE,0.26,Rare,267
Plains (268),Innistrad: Crimson Vow,1,FALSE,0.29,Basic Land,268
Plains (269),Innistrad: Crimson Vow,1,FALSE,0.29,Basic Land,269
Island (270),Innistrad: Crimson Vow,1,FALSE,0.30,Basic Land,270
Island (271),Innistrad: Crimson Vow,1,FALSE,0.28,Basic Land,271
Swamp (272),Innistrad: Crimson Vow,1,FALSE,0.58,Basic Land,272
Swamp (273),Innistrad: Crimson Vow,1,FALSE,0.50,Basic Land,273
Mountain (274),Innistrad: Crimson Vow,1,FALSE,0.26,Basic Land,274
Mountain (275),Innistrad: Crimson Vow,1,FALSE,0.30,Basic Land,275
Forest (276),Innistrad: Crimson Vow,1,FALSE,0.25,Basic Land,276
Forest (277),Innistrad: Crimson Vow,1,FALSE,0.30,Basic Land,277
Sorin the Mirthless (Borderless),Innistrad: Crimson Vow Variants,1,FALSE,4.83,Mythic Rare,278
"Kaya, Geist Hunter (Borderless)",Innistrad: Crimson Vow Variants,1,FALSE,2.46,Mythic Rare,280
Shattered Sanctum (Borderless),Innistrad: Crimson Vow Variants,1,TRUE,12.73,Rare,283
Stormcarved Coast (Borderless),Innistrad: Crimson Vow Variants,1,FALSE,6.07,Rare,284
Sundown Pass (Borderless),Innistrad: Crimson Vow Variants,1,TRUE,7.77,Rare,285
Unholy Officiant (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.02,Common,286
Welcoming Vampire (Showcase),Innistrad: Crimson Vow Variants,1,FALSE,2.75,Rare,287
Bloodcrazed Socialite (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.04,Common,288
Bloodsworn Squire // Bloodsworn Knight (Showcase),Innistrad: Crimson Vow Variants,1,FALSE,0.18,Uncommon,289
Bloodvial Purveyor (Showcase),Innistrad: Crimson Vow Variants,1,FALSE,0.27,Rare,290
Falkenrath Forebear (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.25,Rare,291
Gluttonous Guest (Showcase),Innistrad: Crimson Vow Variants,1,FALSE,0.15,Common,292
"Henrika Domnathi // Henrika, Infernal Seer (Showcase)",Innistrad: Crimson Vow Variants,1,TRUE,1.37,Mythic Rare,293
Innocent Traveler // Malicious Invader (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.05,Uncommon,294
Restless Bloodseeker // Bloodsoaked Reveler (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.18,Uncommon,295
Skulking Killer (Showcase),Innistrad: Crimson Vow Variants,1,FALSE,0.17,Uncommon,296
Voldaren Bloodcaster // Bloodbat Summoner (Showcase),Innistrad: Crimson Vow Variants,1,FALSE,0.31,Rare,298
Wedding Security (Showcase),Innistrad: Crimson Vow Variants,1,FALSE,0.18,Uncommon,299
Alluring Suitor // Deadly Dancer (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.14,Uncommon,300
Belligerent Guest (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.04,Common,301
Blood Hypnotist (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.12,Uncommon,302
Blood Petal Celebrant (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.09,Common,303
Dominating Vampire (Showcase),Innistrad: Crimson Vow Variants,1,FALSE,0.30,Rare,305
Falkenrath Celebrants (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.09,Common,306
Voldaren Epicure (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.28,Common,308
Bloodtithe Harvester (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.73,Uncommon,310
"Edgar, Charmed Groom // Edgar Markov's Coffin (Showcase)",Innistrad: Crimson Vow Variants,1,TRUE,1.53,Rare,311
Markov Waltzer (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.15,Uncommon,313
"Odric, Blood-Cursed (Showcase)",Innistrad: Crimson Vow Variants,1,FALSE,0.30,Rare,314
"Olivia, Crimson Bride (Showcase)",Innistrad: Crimson Vow Variants,1,TRUE,11.77,Mythic Rare,315
"Runo Stromkirk // Krothuss, Lord of the Deep (Showcase)",Innistrad: Crimson Vow Variants,1,TRUE,2.06,Rare,316
"Katilda, Dawnhart Martyr // Katilda's Rising Dawn (Showcase)",Innistrad: Crimson Vow Variants,1,FALSE,0.60,Rare,317
"Thalia, Guardian of Thraben (Showcase)",Innistrad: Crimson Vow Variants,1,FALSE,0.50,Rare,318
"Geralf, Visionary Stitcher (Showcase)",Innistrad: Crimson Vow Variants,1,TRUE,0.61,Rare,319
"Toxrill, the Corrosive (Showcase)",Innistrad: Crimson Vow Variants,1,TRUE,15.93,Mythic Rare,321
"Eruth, Tormented Prophet (Showcase)",Innistrad: Crimson Vow Variants,1,TRUE,0.42,Rare,323
"Grolnok, the Omnivore (Showcase)",Innistrad: Crimson Vow Variants,1,FALSE,0.45,Rare,324
"Halana and Alena, Partners (Showcase)",Innistrad: Crimson Vow Variants,1,TRUE,1.54,Rare,325
Old Rutstein (Showcase),Innistrad: Crimson Vow Variants,1,TRUE,0.35,Rare,326
"Runo Stromkirk // Krothuss, Lord of the Deep (Showcase)",Innistrad: Crimson Vow Variants,1,FALSE,0.35,Rare,327
Circle of Confinement (Dracula),Innistrad: Crimson Vow Variants,1,FALSE,0.25,Uncommon,329
Savior of Ollenbock (Dracula),Innistrad: Crimson Vow Variants,1,TRUE,0.65,Mythic Rare,330
"Thalia, Guardian of Thraben (Dracula)",Innistrad: Crimson Vow Variants,1,TRUE,0.90,Rare,331
"Jacob Hauken, Inspector // Hauken's Insight (Dracula)",Innistrad: Crimson Vow Variants,1,FALSE,0.94,Mythic Rare,332
"Jacob Hauken, Inspector // Hauken's Insight (Dracula)",Innistrad: Crimson Vow Variants,1,TRUE,0.86,Mythic Rare,332
Thirst for Discovery (Dracula),Innistrad: Crimson Vow Variants,1,TRUE,0.17,Uncommon,333
Falkenrath Forebear (Dracula),Innistrad: Crimson Vow Variants,1,FALSE,1.00,Rare,334
"Henrika Domnathi // Henrika, Infernal Seer (Dracula)",Innistrad: Crimson Vow Variants,1,FALSE,3.25,Mythic Rare,335
Innocent Traveler // Malicious Invader (Dracula),Innistrad: Crimson Vow Variants,1,TRUE,0.15,Uncommon,336
Sorin the Mirthless (Dracula),Innistrad: Crimson Vow Variants,1,FALSE,5.67,Mythic Rare,337
Voldaren Bloodcaster // Bloodbat Summoner (Dracula),Innistrad: Crimson Vow Variants,1,TRUE,1.67,Rare,338
Vampires' Vengeance (Dracula),Innistrad: Crimson Vow Variants,1,TRUE,0.28,Uncommon,339
Reclusive Taxidermist (Dracula),Innistrad: Crimson Vow Variants,1,TRUE,0.14,Uncommon,340
